timestamp,process_key,process_name,cycle,step,voltage_v,value,mode,acq_channel
2026-02-16T18:04:58,mp1,МПП ДДИИ (loop mode),0,0,0.000000,1.28615e-10,keithley_current_a,1
2026-02-16T18:05:01,mp1,МПП ДДИИ (loop mode),0,1,1.000000,4.62613e-07,keithley_current_a,1
2026-02-16T18:05:04,mp1,МПП ДДИИ (loop mode),1,2,0.000000,7.95841e-11,keithley_current_a,1
2026-02-16T18:05:07,mp1,МПП ДДИИ (loop mode),1,3,1.000000,4.62612e-07,keithley_current_a,1
2026-02-16T18:05:10,mp1,МПП ДДИИ (loop mode),2,4,0.000000,9.25779e-11,keithley_current_a,1
2026-02-16T18:05:14,mp1,МПП ДДИИ (loop mode),2,5,1.000000,4.62593e-07,keithley_current_a,1
2026-02-16T18:05:17,mp1,МПП ДДИИ (loop mode),3,6,0.000000,5.10573e-11,keithley_current_a,1
2026-02-16T18:05:20,mp1,МПП ДДИИ (loop mode),3,7,1.000000,4.62621e-07,keithley_current_a,1
2026-02-16T18:05:23,mp1,МПП ДДИИ (loop mode),4,8,0.000000,7.10249e-11,keithley_current_a,1
2026-02-16T18:05:26,mp1,МПП ДДИИ (loop mode),4,9,1.000000,4.6262e-07,keithley_current_a,1
2026-02-16T18:05:29,mp1,МПП ДДИИ (loop mode),5,10,0.000000,6.80089e-11,keithley_current_a,1
2026-02-16T18:05:32,mp1,МПП ДДИИ (loop mode),5,11,1.000000,4.62694e-07,keithley_current_a,1
2026-02-16T18:05:35,mp1,МПП ДДИИ (loop mode),6,12,0.000000,9.3925e-11,keithley_current_a,1
2026-02-16T18:05:38,mp1,МПП ДДИИ (loop mode),6,13,1.000000,4.62586e-07,keithley_current_a,1
2026-02-16T18:05:41,mp1,МПП ДДИИ (loop mode),7,14,0.000000,6.23465e-11,keithley_current_a,1
2026-02-16T18:05:45,mp1,МПП ДДИИ (loop mode),7,15,1.000000,4.62631e-07,keithley_current_a,1
2026-02-16T18:05:48,mp1,МПП ДДИИ (loop mode),8,16,0.000000,7.23243e-11,keithley_current_a,1
2026-02-16T18:05:51,mp1,МПП ДДИИ (loop mode),8,17,1.000000,4.62535e-07,keithley_current_a,1
2026-02-16T18:05:54,mp1,МПП ДДИИ (loop mode),9,18,0.000000,5.1105e-11,keithley_current_a,1
2026-02-16T18:05:57,mp1,МПП ДДИИ (loop mode),9,19,1.000000,4.62572e-07,keithley_current_a,1
2026-02-16T18:06:00,mp1,МПП ДДИИ (loop mode),10,20,0.000000,4.90427e-11,keithley_current_a,1
2026-02-16T18:06:03,mp1,МПП ДДИИ (loop mode),10,21,1.000000,4.62626e-07,keithley_current_a,1
2026-02-16T18:06:06,mp1,МПП ДДИИ (loop mode),11,22,0.000000,9.54628e-11,keithley_current_a,1
2026-02-16T18:06:09,mp1,МПП ДДИИ (loop mode),11,23,1.000000,4.62633e-07,keithley_current_a,1
2026-02-16T18:06:12,mp1,МПП ДДИИ (loop mode),12,24,0.000000,1.19948e-10,keithley_current_a,1
