timestamp,process_key,process_name,cycle,step,voltage_v,value,mode,acq_channel
2026-02-16T18:01:30,mp1,МПП ДДИИ (loop mode),0,0,0.000000,8.4126e-11,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),0,1,1.000000,4.62447e-07,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),1,2,0.000000,8.62718e-11,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),1,3,1.000000,4.6255e-07,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),2,4,0.000000,9.75132e-11,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),2,5,1.000000,4.6267e-07,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),3,6,0.000000,9.67145e-11,keithley_current_a,1
2026-02-16T18:01:31,mp1,МПП ДДИИ (loop mode),3,7,1.000000,4.62682e-07,keithley_current_a,1
2026-02-16T18:01:32,mp1,МПП ДДИИ (loop mode),4,8,0.000000,5.19514e-11,keithley_current_a,1
2026-02-16T18:01:32,mp1,МПП ДДИИ (loop mode),4,9,1.000000,4.62586e-07,keithley_current_a,1
2026-02-16T18:01:32,mp1,МПП ДДИИ (loop mode),5,10,0.000000,1.02782e-10,keithley_current_a,1
2026-02-16T18:01:32,mp1,МПП ДДИИ (loop mode),5,11,1.000000,4.62652e-07,keithley_current_a,1
2026-02-16T18:01:32,mp1,МПП ДДИИ (loop mode),6,12,0.000000,9.0158e-11,keithley_current_a,1
2026-02-16T18:01:32,mp1,МПП ДДИИ (loop mode),6,13,1.000000,4.62607e-07,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),7,14,0.000000,9.61661e-11,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),7,15,1.000000,4.62696e-07,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),8,16,0.000000,1.12581e-10,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),8,17,1.000000,4.62687e-07,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),9,18,0.000000,9.92775e-11,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),9,19,1.000000,4.62688e-07,keithley_current_a,1
2026-02-16T18:01:33,mp1,МПП ДДИИ (loop mode),10,20,0.000000,4.42863e-11,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),10,21,1.000000,4.62672e-07,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),11,22,0.000000,8.65579e-11,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),11,23,1.000000,4.62611e-07,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),12,24,0.000000,1.09959e-10,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),12,25,1.000000,4.62677e-07,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),13,26,0.000000,2.94447e-11,keithley_current_a,1
2026-02-16T18:01:34,mp1,МПП ДДИИ (loop mode),13,27,1.000000,4.62662e-07,keithley_current_a,1
2026-02-16T18:01:35,mp1,МПП ДДИИ (loop mode),14,28,0.000000,7.87616e-11,keithley_current_a,1
2026-02-16T18:01:35,mp1,МПП ДДИИ (loop mode),14,29,1.000000,4.62669e-07,keithley_current_a,1
2026-02-16T18:01:35,mp1,МПП ДДИИ (loop mode),15,30,0.000000,1.2387e-10,keithley_current_a,1
2026-02-16T18:01:35,mp1,МПП ДДИИ (loop mode),15,31,1.000000,4.62639e-07,keithley_current_a,1
2026-02-16T18:01:35,mp1,МПП ДДИИ (loop mode),16,32,0.000000,7.37667e-11,keithley_current_a,1
2026-02-16T18:01:35,mp1,МПП ДДИИ (loop mode),16,33,1.000000,4.62609e-07,keithley_current_a,1
2026-02-16T18:01:36,mp1,МПП ДДИИ (loop mode),17,34,0.000000,9.7692e-11,keithley_current_a,1
2026-02-16T18:01:36,mp1,МПП ДДИИ (loop mode),17,35,1.000000,4.62654e-07,keithley_current_a,1
2026-02-16T18:01:36,mp1,МПП ДДИИ (loop mode),18,36,0.000000,9.45449e-11,keithley_current_a,1
2026-02-16T18:01:36,mp1,МПП ДДИИ (loop mode),18,37,1.000000,4.62616e-07,keithley_current_a,1
2026-02-16T18:01:36,mp1,МПП ДДИИ (loop mode),19,38,0.000000,1.17874e-10,keithley_current_a,1
